,n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
5608,5608,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5609,5609,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5610,5610,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5611,5611,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5612,5612,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5613,5613,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5614,5614,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5615,5615,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5616,5616,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5617,5617,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5618,5618,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5619,5619,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5620,5620,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5621,5621,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5622,5622,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5623,5623,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5624,5624,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5625,5625,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5626,5626,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5627,5627,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5628,5628,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5629,5629,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5630,5630,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5631,5631,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5632,5632,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5633,5633,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5634,5634,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5635,5635,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5636,5636,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5637,5637,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5638,5638,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5639,5639,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5640,5640,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5641,5641,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5642,5642,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5643,5643,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5644,5644,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5645,5645,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5646,5646,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5647,5647,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5648,5648,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5649,5649,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5650,5650,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5651,5651,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5652,5652,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5653,5653,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5654,5654,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5655,5655,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5656,5656,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5657,5657,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5658,5658,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5659,5659,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5660,5660,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5661,5661,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5662,5662,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5663,5663,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5664,5664,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5665,5665,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5666,5666,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5667,5667,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5668,5668,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5669,5669,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5670,5670,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5671,5671,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5672,5672,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5673,5673,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5674,5674,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5675,5675,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5676,5676,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5677,5677,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5678,5678,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5679,5679,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5680,5680,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5681,5681,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5682,5682,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5683,5683,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5684,5684,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5685,5685,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5686,5686,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5687,5687,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5688,5688,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5689,5689,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
5690,5690,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.0,80.5,84.15,83.15,82.0,82.0
5691,5691,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.5,80.15,81.15,80.0,80.0
5692,5692,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5693,5693,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,82.0,81.15,81.65,80.5,80.5
5694,5694,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.5,81.0,83.15,82.65,81.5,81.5
5695,5695,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.9,81.4,82.35000000000001,82.25,81.1,81.1
5696,5696,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.6,81.95,82.05000000000001,80.9,80.9
5697,5697,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.5,82.15,82.15,81.0,81.0
5698,5698,RANDON FOREST,inceptionResNetV2,100.0,80.36,100.0,81.7,81.75,81.95,80.8,80.8
5699,5699,RANDON FOREST,inceptionResNetV2,100.0,80.36,99.8,81.3,82.55000000000001,82.35000000000001,81.2,81.2
